OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,Shape
17,17,FS-1418878,FED,FS-FIRESTAT,FS,USCAENF,Eldorado National Forest,0503,Eldorado National Forest,109,23,,POWER,CA-ENF-017646,POWER,CA3850212028020041006,POWER,,2004,2453284.5,280,1415,2.0,Equipment Use,2453299.5,295.0,1000,16823.0,G,38.52333333,-120.21166667,5.0,USFS,CA,5,005,Amador,b'\x00\x01\xad\x10\x00\x00dS\\\xf2\x8b\r^\xc0\xe8\xa0(\x96\xfcBC@dS\\\xf2\x8b\r^\xc0\xe8\xa0(\x96\xfcBC@|\x01\x00\x00\x00dS\\\xf2\x8b\r^\xc0\xe8\xa0(\x96\xfcBC@\xfe'
18,18,FS-1418881,FED,FS-FIRESTAT,FS,USCAENF,Eldorado National Forest,0503,Eldorado National Forest,111,35,BHA3,FREDS,CA-ENF-18044,FREDS,CA3878712031820041013,FREDS,,2004,2453291.5,287,1618,2.0,Equipment Use,2453295.5,291.0,1800,7700.0,G,38.78,-120.26,5.0,USFS,CA,17,017,El Dorado,b'\x00\x01\xad\x10\x00\x00p=\n\xd7\xa3\x10^\xc0\xa8p=\n\xd7cC@p=\n\xd7\xa3\x10^\xc0\xa8p=\n\xd7cC@|\x01\x00\x00\x00p=\n\xd7\xa3\x10^\xc0\xa8p=\n\xd7cC@\xfe'
189,192,FS-1419313,FED,FS-FIRESTAT,FS,USAZTNF,Tonto National Forest,0312,Tonto National Forest,62,4,BVR2,THREE,AZ-TNF-105,THREE FIRE COMPLEX,AZ3372311127120050621,THREE FIRE COMPLEX (THREE),THREE FIRE COMPLEX,2005,2453542.5,172,1400,1.0,Lightning,2453550.5,180.0,1800,16100.0,G,33.72333333,-111.275,5.0,USFS,AZ,7,007,Gila,b'\x00\x01\xad\x10\x00\x00\x98\x99\x99\x99\x99\xd1[\xc0\x80:\xc2/\x96\xdc@@\x98\x99\x99\x99\x99\xd1[\xc0\x80:\xc2/\x96\xdc@@|\x01\x00\x00\x00\x98\x99\x99\x99\x99\xd1[\xc0\x80:\xc2/\x96\xdc@@\xfe'
1506,1520,FS-1422195,FED,FS-FIRESTAT,FS,USNMGNF,Gila National Forest,0306,Gila National Forest,21,05,BS5G,FORK,NM-GNF-021,Fork WFU,NM3364710851120050529,FORK WFU,NORTH GILA COMPLEX,2005,2453519.5,149,1505,1.0,Lightning,2453611.5,241.0,1159,11936.0,G,33.61333333,-108.55888889,5.0,USFS,NM,3,003,Catron,b'\x00\x01\xad\x10\x00\x00t)\xe8\xd5\xc4#[\xc0\xd0\xf2\xe0\xb4\x81\xce@@t)\xe8\xd5\xc4#[\xc0\xd0\xf2\xe0\xb4\x81\xce@@|\x01\x00\x00\x00t)\xe8\xd5\xc4#[\xc0\xd0\xf2\xe0\xb4\x81\xce@@\xfe'
1589,1603,FS-1422367,FED,FS-FIRESTAT,FS,USCOPSF,Pike and San Isabel National Forest,0212,Pike San Isabel National Forest,51,004,BY23,MASON,CO-PSF-000683,MASON,CO3816010503620050706,MASON,,2005,2453558.5,188,0600,1.0,Lightning,2453567.5,197.0,2000,11357.0,G,38.16972222,-105.03805556,5.0,USFS,CO,,,,"b""\x00\x01\xad\x10\x00\x00`h\x96\x80oBZ\xc0\x00',u\xb9\x15C@`h\x96\x80oBZ\xc0\x00',u\xb9\x15C@|\x01\x00\x00\x00`h\x96\x80oBZ\xc0\x00',u\xb9\x15C@\xfe"""
3583,3601,FS-1426332,FED,FS-FIRESTAT,FS,USIDNCF,Nez Perce - Clearwater National Forests,0117,Nezperce National Forest,96,06-28,B35G,RUNNING LAKE,ID-NPF-000096,Running Complex,ID4593311501420050808,RUNNING COMPLEX (RUNNING LAKE),RUNNING COMPLEX,2005,2453592.5,222,1600,1.0,Lightning,2453643.5,273.0,1500,7404.0,G,45.92333333,-115.025,5.0,USFS,ID,49,049,Idaho,b'\x00\x01\xad\x10\x00\x00\x98\x99\x99\x99\x99\xc1\\\xc0\x18\xd4[\xc9/\xf6F@\x98\x99\x99\x99\x99\xc1\\\xc0\x18\xd4[\xc9/\xf6F@|\x01\x00\x00\x00\x98\x99\x99\x99\x99\xc1\\\xc0\x18\xd4[\xc9/\xf6F@\xfe'
3616,3634,FS-1426381,FED,FS-FIRESTAT,FS,USUTDIF,Dixie National Forest,0407,Dixie National Forest,51,18,B1A7,MILL CREEK,UT-CCD-000451,Mill Creek,UT3718911354420050721,DAMMERON COMPLEX (MILL CREEK),DAMMERON COMPLEX,2005,2453571.5,201,2339,1.0,Lightning,2453573.5,203.0,2300,7892.0,G,37.17388889,-113.53833333,14.0,MISSING/NOT SPECIFIED,UT,53,053,Washington,b'\x00\x01\xad\x10\x00\x00\x94\xac\xa3\rtb\\\xc0\x10\xd8\xbb\xfdA\x96B@\x94\xac\xa3\rtb\\\xc0\x10\xd8\xbb\xfdA\x96B@|\x01\x00\x00\x00\x94\xac\xa3\rtb\\\xc0\x10\xd8\xbb\xfdA\x96B@\xfe'
3752,3771,FS-1426595,FED,FS-FIRESTAT,FS,USMTBRF,Bitterroot National Forest,0103,Bitterroot National Forest,35,014,B3L5,BEAVER JACK,MT-BRF-000135,Selway-Salmon WFU Complex,ID4572311470820050801,SELWAY-SALMON COMPLEX (BEAVERJACK),SELWAY-SALMON WFU COMPLEX,2005,2453583.5,213,1900,1.0,Lightning,2453674.5,304.0,0900,7244.4,G,45.73027778,-114.70666667,5.0,USFS,ID,49,049,Idaho,b'\x00\x01\xad\x10\x00\x00\xac4\xd7\x06:\xad\\\xc0@\x0c\x07\xbey\xddF@\xac4\xd7\x06:\xad\\\xc0@\x0c\x07\xbey\xddF@|\x01\x00\x00\x00\xac4\xd7\x06:\xad\\\xc0@\x0c\x07\xbey\xddF@\xfe'
3868,3887,FS-1426809,FED,FS-FIRESTAT,FS,USORUMF,Umatilla National Forest,0614,Umatilla National Forest,19,403-130,B3CQ,SCHOOL,OR-UMF-130,School Fire,WA4628511761620050805,SCHOOL,,2005,2453587.5,217,1520,9.0,Miscellaneous,2453644.5,274.0,0800,52000.0,G,46.23444444,-117.68055556,13.0,STATE OR PRIVATE,WA,13,013,Columbia,b'\x00\x01\xad\x10\x00\x00\xe4S\xe88\x8ek]\xc0\xc0C\x81F\x02\x1eG@\xe4S\xe88\x8ek]\xc0\xc0C\x81F\x02\x1eG@|\x01\x00\x00\x00\xe4S\xe88\x8ek]\xc0\xc0C\x81F\x02\x1eG@\xfe'
4158,4178,FS-1427244,FED,FS-FIRESTAT,FS,USIDSCF,Salmon-Challis National Forest,0413,Salmon-Challis National Forest,89,0718,B5H4,NINE SHOT,ID-SCF-5603,NINE SHOT,ID4510011468620050826,NINE SHOT WFU,,2005,2453608.5,238,1043,1.0,Lightning,2453674.5,304.0,1059,20400.0,G,45.09055556,-114.70361111,5.0,USFS,ID,59,059,Lemhi,b'\x00\x01\xad\x10\x00\x00T\xa3\xe4\xf6\x07\xad\\\xc0\xe8U\x18S\x97\x8bF@T\xa3\xe4\xf6\x07\xad\\\xc0\xe8U\x18S\x97\x8bF@|\x01\x00\x00\x00T\xa3\xe4\xf6\x07\xad\\\xc0\xe8U\x18S\x97\x8bF@\xfe'
4334,4356,FS-1427506,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0409,Humboldt National Forest,8,win05-1573,B5GH,NORTH ROAD,NV-WID-1573,NORTH ROAD,NV4195211754620050829,NORTH ROAD,,2005,2453611.5,241,1338,5.0,Debris Burning,2453613.5,243.0,2100,12855.0,G,41.99555556,-117.63888889,14.0,MISSING/NOT SPECIFIED,NV,13,013,Humboldt,b'\x00\x01\xad\x10\x00\x00\xf8\x14:\x8e\xe3h]\xc0\x90\xc6U]n\xffD@\xf8\x14:\x8e\xe3h]\xc0\x90\xc6U]n\xffD@|\x01\x00\x00\x00\xf8\x14:\x8e\xe3h]\xc0\x90\xc6U]n\xffD@\xfe'
4606,4628,FS-1427939,FED,FS-FIRESTAT,FS,USNMGNF,Gila National Forest,0306,Gila National Forest,35,9,BU9E,JOHNSON,NM-GNF-035,Johnson WFU,NM3402310883520050612,JOHNSON WFU,NORTH GILA COMPLEX,2005,2453533.5,163,1300,1.0,Lightning,2453611.5,241.0,0759,11611.0,G,34.04666667,-108.87944444,5.0,USFS,NM,3,003,Catron,"b'\x00\x01\xad\x10\x00\x00\xbc\x1cU\xd1H8[\xc0P\xbbf,\xf9\x05A@\xbc\x1cU\xd1H8[\xc0P\xbbf,\xf9\x05A@|\x01\x00\x00\x00\xbc\x1cU\xd1H8[\xc0P\xbbf,\xf9\x05A@\xfe'"
4696,4718,FS-1428076,FED,FS-FIRESTAT,FS,USIDPAF,Payette National Forest,0412,Payette National Forest,803,7,B3ML,BEAR CREEK WFU,ID-PAF-005045,FRANK CHURCH,ID4543911498720050801,FRANK CHURCH WFU (BEAR CREEK),FRANK CHURCH WFU COMPLEX 2005,2005,2453584.5,214,1117,1.0,Lightning,2453678.5,308.0,1355,5722.0,G,45.45583333,-114.9775,5.0,USFS,ID,49,049,Idaho,b'\x00\x01\xad\x10\x00\x00\xc0\xf5(\\\x8f\xbe\\\xc0xc\x1e\xbfX\xbaF@\xc0\xf5(\\\x8f\xbe\\\xc0xc\x1e\xbfX\xbaF@|\x01\x00\x00\x00\xc0\xf5(\\\x8f\xbe\\\xc0xc\x1e\xbfX\xbaF@\xfe'
4740,4762,FS-1428148,FED,FS-FIRESTAT,FS,USAZKNF,Kaibab National Forest,0307,Kaibab National Forest,27,11,BES1,MUDERSBACH,AZ-KNF-107,Mudersbach WFU,AZ3584711192920050623,MUDERSBACH WFU,,2005,2453545.5,175,0759,1.0,Lightning,2453618.5,248.0,1700,7260.0,G,35.86611111,-111.92527778,5.0,USFS,AZ,5,005,Coconino,b'\x00\x01\xad\x10\x00\x0004K\xc07\xfb[\xc0\x88\x13\x96\xba\xdc\xeeA@04K\xc07\xfb[\xc0\x88\x13\x96\xba\xdc\xeeA@|\x01\x00\x00\x0004K\xc07\xfb[\xc0\x88\x13\x96\xba\xdc\xeeA@\xfe'
4821,4843,FS-1428306,FED,FS-FIRESTAT,FS,USAZCNF,Coronado National Forest,0305,Coronado National Forest,61,9,BY9D,FLORIDA,AZ-CNF-000147,FLORIDA,AZ3172411083220050707,FLORIDA,,2005,2453558.5,188,1500,1.0,Lightning,2453575.5,205.0,1800,23183.0,G,31.42277778,-111.33,5.0,USFS,AZ,23,023,Santa Cruz,"b'\x00\x01\xad\x10\x00\x00\x84\xebQ\xb8\x1e\xd5[\xc0`\x93""*;l?@\x84\xebQ\xb8\x1e\xd5[\xc0`\x93""*;l?@|\x01\x00\x00\x00\x84\xebQ\xb8\x1e\xd5[\xc0`\x93""*;l?@\xfe'"
4839,4861,FS-1428337,FED,FS-FIRESTAT,FS,USIDSTF,Sawtooth National Forest,0414,Sawtooth National Forest,25,D4-16,B5SW,VALLEY ROAD,ID-STF-PNB5SW,Valley Road,ID4408611472820050903,VALLEY ROAD,,2005,2453616.5,246,1506,5.0,Debris Burning,2453641.5,271.0,1800,40483.0,G,43.99277778,-114.78611111,14.0,MISSING/NOT SPECIFIED,ID,13,013,Blaine,b'\x00\x01\xad\x10\x00\x008\x1e\xf9\xa4O\xb2\\\xc0\xd8\xa5\xa0W\x13\xffE@8\x1e\xf9\xa4O\xb2\\\xc0\xd8\xa5\xa0W\x13\xffE@|\x01\x00\x00\x008\x1e\xf9\xa4O\xb2\\\xc0\xd8\xa5\xa0W\x13\xffE@\xfe'
4920,4942,FS-1428474,FED,FS-FIRESTAT,FS,USMTBRF,Bitterroot National Forest,0103,Bitterroot National Forest,94,052,B3L5,BURNT STRIP MOUNTAIN,MT-BRF-000135,Selway-Salmon WFU Complex,ID4570211495320050808,BURNT STRIP MOUNTAIN,SELWAY-SALMON WFU COMPLEX,2005,2453591.5,221,0805,1.0,Lightning,2453669.5,299.0,1300,8580.0,G,45.70416667,-114.99861111,5.0,USFS,ID,,,,"b'\x00\x01\xad\x10\x00\x00\xd0\xb7\x92>\xe9\xbf\\\xc0\xb0J)""""\xdaF@\xd0\xb7\x92>\xe9\xbf\\\xc0\xb0J)""""\xdaF@|\x01\x00\x00\x00\xd0\xb7\x92>\xe9\xbf\\\xc0\xb0J)""""\xdaF@\xfe'"
5009,5032,FS-1428642,FED,FS-FIRESTAT,FS,USNMGNF,Gila National Forest,0306,Gila National Forest,19,01,BS74,BULL,NM-GNF-019,Bull,NM3341310817620050528,BLACK RANGE COMPLEX WFU,BLACK RANGE COMPLEX,2005,2453519.5,149,1915,1.0,Lightning,2453658.5,288.0,1800,77000.0,G,33.39472222,-108.28972222,5.0,USFS,NM,3,003,Catron,b'\x00\x01\xad\x10\x00\x00\xc4\xf4\x10\xcf\x8a\x12[\xc0\xd0\xf3\xf8A\x86\xb2@@\xc4\xf4\x10\xcf\x8a\x12[\xc0\xd0\xf3\xf8A\x86\xb2@@|\x01\x00\x00\x00\xc4\xf4\x10\xcf\x8a\x12[\xc0\xd0\xf3\xf8A\x86\xb2@@\xfe'
5017,5040,FS-1428650,FED,FS-FIRESTAT,FS,USMTBRF,Bitterroot National Forest,0103,Bitterroot National Forest,100,020,B3S6,SIGNAL ROCK,MT-BRF-005142,Signal Rock,MT4615011375520050809,SIGNAL ROCK,,2005,2453591.5,221,1805,1.0,Lightning,2453682.5,312.0,1015,13327.0,G,46.14833333,-113.79583333,5.0,USFS,MT,81,081,Ravalli,b'\x00\x01\xad\x10\x00\x00\xacZ\xeb\xee\xeer\\\xc0\xe8\xa0(\x96\xfc\x12G@\xacZ\xeb\xee\xeer\\\xc0\xe8\xa0(\x96\xfc\x12G@|\x01\x00\x00\x00\xacZ\xeb\xee\xeer\\\xc0\xe8\xa0(\x96\xfc\x12G@\xfe'
5033,5056,FS-1428675,FED,FS-FIRESTAT,FS,USMTBRF,Bitterroot National Forest,0103,Bitterroot National Forest,41,09,B25X,ROCK IN,MT-BRF-005069,ROCKIN COMPLEX,MT4604311441220050803,ROCKIN,ROCKIN COMPLEX,2005,2453585.5,215,1605,1.0,Lightning,2453612.5,242.0,0815,6869.0,G,46.05361111,-114.40472222,5.0,USFS,MT,81,081,Ravalli,b'\x00\x01\xad\x10\x00\x00P\xb7\x06\xf8\xe6\x99\\\xc0\x88\x13\x96\xba\xdc\x06G@P\xb7\x06\xf8\xe6\x99\\\xc0\x88\x13\x96\xba\xdc\x06G@|\x01\x00\x00\x00P\xb7\x06\xf8\xe6\x99\\\xc0\x88\x13\x96\xba\xdc\x06G@\xfe'
5096,5119,FS-1428795,FED,FS-FIRESTAT,FS,USNMLNF,Lincoln National Forest,0308,Lincoln National Forest,4,NM-LNF-004,A3D7,PEPPIN,NM-LNF-004,Peppin,NM3361010535120040515,PEPPIN,,2004,2453140.5,136,1250,1.0,Lightning,,,,64488.0,G,33.60138889,-105.43333333,5.0,USFS,NM,27,027,Lincoln,"b""\x00\x01\xad\x10\x00\x00x'\xb8\xbb\xbb[Z\xc00]\xa7O\xfa\xcc@@x'\xb8\xbb\xbb[Z\xc00]\xa7O\xfa\xcc@@|\x01\x00\x00\x00x'\xb8\xbb\xbb[Z\xc00]\xa7O\xfa\xcc@@\xfe"""
5598,5623,FS-1429624,FED,FS-FIRESTAT,FS,USIDPAF,Payette National Forest,0412,Payette National Forest,813,18,B3ML,JOE CREEK WFU,ID-PAF-005045,FRANK CHURCH,ID4524911525120050807,FRANK CHURCH WFU (WEST FORK AND JOE),FRANK CHURCH WFU COMPLEX 2005,2005,2453592.5,222,1700,1.0,Lightning,2453677.5,307.0,1055,13866.0,G,45.23055556,-115.32055556,5.0,USFS,ID,49,049,Idaho,b'\x00\x01\xad\x10\x00\x00\x0c\xb0w\xfb\x83\xd4\\\xc08\x0e7\xd8\x82\x9dF@\x0c\xb0w\xfb\x83\xd4\\\xc08\x0e7\xd8\x82\x9dF@|\x01\x00\x00\x00\x0c\xb0w\xfb\x83\xd4\\\xc08\x0e7\xd8\x82\x9dF@\xfe'
5623,5648,FS-1429661,FED,FS-FIRESTAT,FS,USIDPAF,Payette National Forest,0412,Payette National Forest,815,22,B3ML,WEST FORK WFU,ID-PAF-005045,FRANK CHURCH,ID4524911525120050807,FRANK CHURCH WFU (WEST FORK AND JOE),FRANK CHURCH WFU COMPLEX 2005,2005,2453595.5,225,1315,1.0,Lightning,2453677.5,307.0,1055,9933.0,G,45.23638889,-115.32055556,5.0,USFS,ID,49,049,Idaho,b'\x00\x01\xad\x10\x00\x00\x0c\xb0w\xfb\x83\xd4\\\xc0\x10\xd8\xbb\xfdA\x9eF@\x0c\xb0w\xfb\x83\xd4\\\xc0\x10\xd8\xbb\xfdA\x9eF@|\x01\x00\x00\x00\x0c\xb0w\xfb\x83\xd4\\\xc0\x10\xd8\xbb\xfdA\x9eF@\xfe'
5635,5660,FS-1429676,FED,FS-FIRESTAT,FS,USIDPAF,Payette National Forest,0412,Payette National Forest,806,11,B3ML,MISSOURI RIDGE WFU,ID-PAF-005045,FRANK CHURCH,ID4500411535620050801,FRANK CHURCH WFU (MISSOURI RIDGE),FRANK CHURCH WFU COMPLEX 2005,2005,2453585.5,215,1600,1.0,Lightning,2453677.5,307.0,1055,6775.0,G,45.00055556,-115.3875,5.0,USFS,ID,85,085,Valley,b'\x00\x01\xad\x10\x00\x00\xcc\xcc\xcc\xcc\xcc\xd8\\\xc0\x00\x04`4\x12\x80F@\xcc\xcc\xcc\xcc\xcc\xd8\\\xc0\x00\x04`4\x12\x80F@|\x01\x00\x00\x00\xcc\xcc\xcc\xcc\xcc\xd8\\\xc0\x00\x04`4\x12\x80F@\xfe'
5823,5849,FS-1429935,FED,FS-FIRESTAT,FS,USAZPNF,Prescott National Forest,0309,Prescott National Forest,36,16,B0RP,BUTTE,AZ-PNF-000362,BUTTE,AZ3441811192920050716,BUTTE,,2005,2453567.5,197,1828,1.0,Lightning,2453575.5,205.0,0800,7962.0,G,34.40638889,-111.97972222,5.0,USFS,AZ,25,025,Yavapai,b'\x00\x01\xad\x10\x00\x00 \x84\xd3\xc4\xb3\xfe[\xc0\x08\x01\x18\x8d\x044A@ \x84\xd3\xc4\xb3\xfe[\xc0\x08\x01\x18\x8d\x044A@|\x01\x00\x00\x00 \x84\xd3\xc4\xb3\xfe[\xc0\x08\x01\x18\x8d\x044A@\xfe'
5934,5961,FS-1430136,FED,FS-FIRESTAT,FS,USORRSF,Rogue River-Siskiyou National Forest,0611,Siskiyou National Forest,11,011,B1KB,BLOSSOM,P6-B1KB-,BLOSSOM COMPLEX,OR4270112391920050722,BLOSSOM,BLOSSOM COMPLEX,2005,2453572.5,202,1500,1.0,Lightning,2453636.5,266.0,1800,14772.0,G,42.72361111,-123.93833333,5.0,USFS,OR,15,015,Curry,b'\x00\x01\xad\x10\x00\x000F=\xa7\r\xfc^\xc0x<\xf2I\x9f\\E@0F=\xa7\r\xfc^\xc0x<\xf2I\x9f\\E@|\x01\x00\x00\x000F=\xa7\r\xfc^\xc0x<\xf2I\x9f\\E@\xfe'
6240,6269,FS-1430655,FED,FS-FIRESTAT,FS,USNMCIF,Cibola National Forest,0303,Cibola National Forest,145,05,B9TX,OK STATE LINE,,,,,,2005,2453717.5,347,1205,3.0,Smoking,2453717.5,347.0,1730,6080.0,G,36.56972222,-103.0,13.0,STATE OR PRIVATE,OK,25,025,Cimarron,b'\x00\x01\xad\x10\x00\x00\xfc\xff\xff\xff\xff\xbfY\xc08Z_\xa8\xecHB@\xfc\xff\xff\xff\xff\xbfY\xc08Z_\xa8\xecHB@|\x01\x00\x00\x00\xfc\xff\xff\xff\xff\xbfY\xc08Z_\xa8\xecHB@\xfe'
6509,6538,FS-1431133,FED,FS-FIRESTAT,FS,USMTLNF,Lolo National Forest,0116,Lolo National Forest,104,25,B28R,TARKIO,MT-LNF-165,I-90,MT4703611462320050804,I-90 COMPLEX (TARKIO),I-90 COMPLEX,2005,2453586.5,216,1640,9.0,Miscellaneous,2453644.5,274.0,0900,9082.0,G,47.01888889,-114.68027778,13.0,STATE OR PRIVATE,MT,61,061,Mineral,b'\x00\x01\xad\x10\x00\x00\xe8R\xd0\xab\x89\xab\\\xc0hg~\xf3j\x82G@\xe8R\xd0\xab\x89\xab\\\xc0hg~\xf3j\x82G@|\x01\x00\x00\x00\xe8R\xd0\xab\x89\xab\\\xc0hg~\xf3j\x82G@\xfe'
6687,6719,FS-1431611,FED,FS-FIRESTAT,FS,USMSMNF,National Forests in Mississippi,0807,National Forests in Mississippi,130,86,B76Z,WHITE DOG,MS-MNF-005039,WHITE DOG,MS3111608912620051112,WHITE DOG,,2005,2453686.5,316,1525,9.0,Miscellaneous,2453697.5,327.0,1519,5300.0,G,31.13833333,-89.1125,5.0,USFS,MS,111,111,Perry,b'\x00\x01\xad\x10\x00\x0003333GV\xc0\x00L(\xd0i#?@03333GV\xc0\x00L(\xd0i#?@|\x01\x00\x00\x0003333GV\xc0\x00L(\xd0i#?@\xfe'
6809,6841,FS-1431824,FED,FS-FIRESTAT,FS,USAZTNF,Tonto National Forest,0312,Tonto National Forest,117,36,B0Q6,EDGE,AZ-TNF-000137,Edge Complex,AZ3379211140020050716,EDGE COMPLEX,EDGE COMPLEX,2005,2453567.5,197,1909,1.0,Lightning,2453575.5,205.0,1900,72000.0,G,33.66666667,-111.46666667,5.0,USFS,AZ,13,013,Maricopa,b'\x00\x01\xad\x10\x00\x00\x1cr\xe1\xdd\xdd\xdd[\xc0\xe0}\\UU\xd5@@\x1cr\xe1\xdd\xdd\xdd[\xc0\xe0}\\UU\xd5@@|\x01\x00\x00\x00\x1cr\xe1\xdd\xdd\xdd[\xc0\xe0}\\UU\xd5@@\xfe'
7241,7277,FS-1432788,FED,FS-FIRESTAT,FS,USAROUF,Ouachita National Forest,0809,Ouachita National Forest,41,05,CD5X,NO MANS LAND,AR-OUF-006291,NO MAN'S LAND,AR3442609385720060311,NO MANS LAND,,2006,2453807.5,72,1500,1.0,Lightning,2453816.5,81.0,1630,8294.0,G,34.44166667,-93.84444444,5.0,USFS,AR,97,097,Montgomery,b'\x00\x01\xad\x10\x00\x00\xb0E\xb1`\x0bvW\xc0\x18\xb1\x8f\x88\x888A@\xb0E\xb1`\x0bvW\xc0\x18\xb1\x8f\x88\x888A@|\x01\x00\x00\x00\xb0E\xb1`\x0bvW\xc0\x18\xb1\x8f\x88\x888A@\xfe'
7369,7405,FS-1433031,FED,FS-FIRESTAT,FS,USNMCIF,Cibola National Forest,0303,Cibola National Forest,13,002,AEZ5,WINDY,NM-CIF-103,WINDY,OK3668110291620060312,WINDY,,2006,2453806.5,71,1430,9.0,Miscellaneous,2453806.5,71.0,2300,6343.0,G,36.66083333,-102.98416667,14.0,MISSING/NOT SPECIFIED,OK,25,025,Cimarron,b'\x00\x01\xad\x10\x00\x00\xa4]3\x96\xfc\xbeY\xc0\x80:\xc2/\x96TB@\xa4]3\x96\xfc\xbeY\xc0\x80:\xc2/\x96TB@|\x01\x00\x00\x00\xa4]3\x96\xfc\xbeY\xc0\x80:\xc2/\x96TB@\xfe'
7413,7449,FS-1433115,FED,FS-FIRESTAT,FS,USNMCIF,Cibola National Forest,0303,Cibola National Forest,12,007,CC6D,I-40,TX-TXS-066077,East Amarillo Complex,TX3551510078020060312,EAST AMARILLO COMPLEX,EAST AMARILLO COMPLEX,2006,2453806.5,71,1100,9.0,Miscellaneous,2453813.5,78.0,2000,427696.0,G,35.21666667,-100.93333333,14.0,MISSING/NOT SPECIFIED,TX,179,179,Gray,"b""\x00\x01\xad\x10\x00\x00x'\xb8\xbb\xbb;Y\xc0H\xe4\xc2\xbb\xbb\x9bA@x'\xb8\xbb\xbb;Y\xc0H\xe4\xc2\xbb\xbb\x9bA@|\x01\x00\x00\x00x'\xb8\xbb\xbb;Y\xc0H\xe4\xc2\xbb\xbb\x9bA@\xfe"""
7694,7734,FS-1433665,FED,FS-FIRESTAT,FS,USAROUF,Ouachita National Forest,0809,Ouachita National Forest,59,09,CFY1,FLATSIDE,AR-OUF-006336,FLATSIDE,AR3483609304020060406,FLATSIDE,,2006,2453832.5,97,1311,1.0,Lightning,2453837.5,102.0,1200,5091.0,G,34.83583333,-93.04305556,5.0,USFS,AR,125,125,Saline,b'\x00\x01\xad\x10\x00\x00\x18\x87\x1bl\xc1BW\xc0\xe8\xa0(\x96\xfcjA@\x18\x87\x1bl\xc1BW\xc0\xe8\xa0(\x96\xfcjA@|\x01\x00\x00\x00\x18\x87\x1bl\xc1BW\xc0\xe8\xa0(\x96\xfcjA@\xfe'
9332,9376,FS-1436358,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,37,D2-09-2006,CZA6,JACKASS,NV-HTF-1365,JACKASS,NV3859211937620060717,JACKASS,,2006,2453933.5,198,1615,1.0,Lightning,2453937.5,202.0,1800,6255.0,G,38.55166667,-119.35944444,5.0,USFS,CA,51,051,Mono,b'\x00\x01\xad\x10\x00\x00\xd8\xa1@#\x01\xd7]\xc0\xc0\xf8p\x03\x9dFC@\xd8\xa1@#\x01\xd7]\xc0\xc0\xf8p\x03\x9dFC@|\x01\x00\x00\x00\xd8\xa1@#\x01\xd7]\xc0\xc0\xf8p\x03\x9dFC@\xfe'
9412,9456,FS-1436501,FED,FS-FIRESTAT,FS,USNMGNF,Gila National Forest,0306,Gila National Forest,85,085,CQC4,MARTINEZ II,NM-GNF-064,MARTINEZ II,NM3363410885120060606,MARTINEZ,RESERVE COMPLEX,2006,2453900.5,165,1820,1.0,Lightning,2453917.5,182.0,2000,6618.0,G,33.59722222,-108.88888889,5.0,USFS,NM,3,003,Catron,b'\x00\x01\xad\x10\x00\x00\xf8\x14:\x8e\xe38[\xc0 \xac\x17\xc7q\xcc@@\xf8\x14:\x8e\xe38[\xc0 \xac\x17\xc7q\xcc@@|\x01\x00\x00\x00\xf8\x14:\x8e\xe38[\xc0 \xac\x17\xc7q\xcc@@\xfe'
9418,9462,FS-1436515,FED,FS-FIRESTAT,FS,USNMGNF,Gila National Forest,0306,Gila National Forest,66,066,CP1Z,WILSON,NM-GNF-066,WILSON,,,RESERVE COMPLEX,2006,2453892.5,157,1530,1.0,Lightning,2453903.5,168.0,1900,5216.0,G,33.85722222,-108.22333333,5.0,USFS,NM,3,003,Catron,"b""\x00\x01\xad\x10\x00\x008\x1d\xe1\x17K\x0e[\xc0\x00',u\xb9\xed@@8\x1d\xe1\x17K\x0e[\xc0\x00',u\xb9\xed@@|\x01\x00\x00\x008\x1d\xe1\x17K\x0e[\xc0\x00',u\xb9\xed@@\xfe"""
